código indicador,indicador de producto,Meta_Limpia,Ejecutado_Acumulado,Presupuesto_Ejecutado_Unificado,Producto_Final,código dependencia responsable (reporte),nombre dependencia responsable (reporte),población objetivo,comunas-corregimientos,pilar o eje plan de desarrollo distrital,presupuesto programado,Resultado_Q1,Resultado_Q2,Resultado_Q3,Resultado_Q4,programa plan de desarrollo distrital,proyectos estratégicos plan de desarrollo distrital,dimensión,subdimensión,componente,producto,tipo de indicador,fórmula de cálculo,variables que componen la fórmula,fuente de datos,unidad de medida del indicador,periodicidad de cálculo del indicador,fecha/periodo de actualización,línea base,año base,unidad de medida de la línea base,Meta_Original,año meta,comportamiento deseado,tipo de acumulación,Observaciones_Q1,Fuente_Q1,Observaciones_Q2,Fuente_Q2,Observaciones_Q3,Fuente_Q3,Observaciones_Q4,Fuente_Q4,sexo,lgbt,rangos etarios,discapacidad,afro,indígena,víctimas,unidad responsable del reporte,código dependencia responsable (misional),nombre dependencia responsable (misional),código del proyecto,nombre del proyecto,meta del proyecto,presupuesto ejecutado,observaciones presupuesto,observaciones seguimiento,unnamed: 56,source_file,source_sheet,producto/accion,fuente de verificación,persona responsable,<<,unnamed: 33,unnamed: 34,presupuesto ejecutado septiembre 30_2025,producto/acción,fuente de verificación.1,fuente de verificación.2,fuente de verificación.3
508,Encuentros zonales de formación para la incidencia realizados ,6.0,0.0,1698604594.0,"Propiciar encuentros zonales de formación para la articulación, la incidencia, y el reconocimiento entre diferentes actores, escenarios e instancias de participación ciudadana",712,Secretaría de Participación Ciudadana,"Ciudadanía vinculada a escenarios, instancias o procesos participativos.",,Pilar 3: Transformación Educativa,1721496837.0,0,0,0,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Reconocimiento y confianza,"Reconocimiento social, político e institucional",Formación para la ciudadanía activa,"Propiciar encuentros zonales de formación para la articulación, la incidencia, y el reconocimiento entre diferentes actores, escenarios e instancias de participación ciudadana",Indicador de Producto,V1,V1: Número de encuentros zonales de formación para la incidencia ," Registros administrativos generados para unidad de Gestión Formativa
 Sistema de información de la Subsecretaría de Formación Ciudadana.",Número,Semestral ,2025-06-30 00:00:00, NA ,2023,Número ,6,2025.0,Incrementar,Stock,,La acciones de incidencia tiene lugar una vez culmina n los procesos formativos ,La acciones de incidencia tiene lugar una vez culmina n los procesos formativos ,,La acciones de incidencia tiene lugar una vez culmina n los procesos formativos ,,,"Actas, informes, listados de asistencia, registros fotográficos, sistematizaciones ",,,,,,,,Unidad de Gestión Formativa ,712,Secretaría de Participación Ciudadana,240187,Desarrollo de estrategias de formación Ciudadana de participación incidente,6,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Luis David Torres,,6.0,"Realizamos seis (6) ejercicios colectivos de acción transformadora en los territorios. Estas acciones surgieron a partir de mediaciones pedagógicas compartidas y de la convergencia en dos o más grupos formativos de sus  Horizontes de Acción, donde se identificaron problemáticas comunes y se promovió la articulación de esfuerzos, saberes y capacidades. Como resultado, los grupos participantes lograron construir agendas conjuntas de incidencia, fortalecer el trabajo colaborativo y activar mecanismos de interlocución con actores comunitarios e institucionales, orientados a la transformación de realidades territoriales específicas. Este proceso evidencia la efectividad de la formación como herramienta para el desarrollo de capacidades de participación, la construcción de ciudadanía activa y la generación de impactos concretos en los territorios, al tiempo que fortalece prácticas democráticas basadas en la corresponsabilidad, el diálogo y la acción colectiva.",1698604594.0,,,,
509,Acciones de articulación entre la Catedra Comunal y las Escuelas Juveniles realizadas ,2.0,0.0,1698604594.0,Articular las acciones de la Catedra Comunal y las Escuelas Juveniles a través de una estrategia integrada que  active liderazgos y nuevas prácticas participativas en los territorios.,712,Secretaría de Participación Ciudadana,"Jóvenes, estudiantes de las Instituciones Educativas",,Pilar 3: Transformación Educativa,1721496837.0,0,0,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Agenciamiento y modelos de representación,"Surgimiento y renovación de actores, sectores y agendas de la participación",Promoción y comunicación para la Movilización y la participación ciudadana,Articular las acciones de la Catedra Comunal y las Escuelas Juveniles a través de una estrategia integrada que  active liderazgos y nuevas prácticas participativas en los territorios.,Indicador de Producto,V1,V1: Número de Acciones de articulación( cátedra comunal y escuelas juveniles)  realizadas ," Registros administrativos generados para unidad de Gestión Formativa
 Sistema de información de la Subsecretaría de Formación Ciudadana.",Número,Semestral ,2025-06-30 00:00:00,,2023,Número ,2,2025.0,Incrementar,Flujo,,La acciones de incidencia tiene lugar una vez culmina n los procesos formativos ,,La acciones de incidencia tiene lugar una vez culmina n los procesos formativos ,,,,,,,,,,,,Unidad de Gestión Formativa ,712,Secretaría de Participación Ciudadana,240187,Desarrollo de estrategias de formación Ciudadana de participación incidente,437,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,Este indicador no se medira en esta vigencia ,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Luis David Torres,,,,1698604594.0,,,,
510,Política Pública Distrital  de participación ciudadana implementada,0.45,51.25,729213665.0,Impulsar el cumplimiento y la implementación de la Política Pública de Participación Ciudadana,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,729213665.0,12.38,7.13,31.74,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Marco estratégico para la participación ciudadana,Garantías para la participación ciudadana,Impulsar el cumplimiento y la implementación de la Política Pública de Participación Ciudadana,Indicador de Producto,V1,"V1: Porcentaje de avance en la implementación de la Política Pública 
",Modelo de seguimiento de la política pública de participación ciudadana,Porcentaje ,Semestral ,2025-06-30 00:00:00,,2023,Porcentaje ,0.45,2025.0,Incrementar,Acumulado,"Durante el periodo se realizó acompañamiento a los escenarios de articulación, seguimiento e impulso a la Política Pública de Participación Ciudadana (PPPC). Se dio inicio al desarrollo de la estrategia de apropiación interna de la PPPC, así como a la implementación de la estrategia territorial.

Asimismo, se solicitó a las dependencias corresponsables el primer reporte de seguimiento trimestral del Plan de Acción de la PPPC y se llevó a cabo la activación de la Mesa Articuladora con dichas dependencias.

Se registraron avances en el análisis técnico para la activación de los Sistemas Locales de Participación Ciudadana, así como en el inicio de la construcción del mapa de actores del Sistema Distrital.","actas, registros fotográficos, correos electrónicos, oficios, documentos","Durante el periodo, se inició la estrategia de apropiación de la PPPC a nivel territorial e interno y se recibió el primer reporte de la matriz MISE-PC. En el marco del contrato con la UDEA, se realizaron Mesas Técnicas y se aprobaron los primeros entregables de los productos 1 al 4 relacionados con participación, cualificación, SDPC y articulación del MISE-PC","actas, registros fotográficos, correos electrónicos, oficios, documentos","El porcentaje de avance corresponde a la estrategia de apropiación externa (territorial) e interna de la PPPC, adicionalmente en la formulación del MISE-PC, el desarrollo de escenarios de articulación, la
evaluación de indicadores y el SDPC con el impulso de los Sistemas Locales de Participación Ciudadana y la elaboración de mapa de actores","actas, registros fotográficos, correos electrónicos, oficios, documentos",,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,0.45,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,0.45,"Avanzamos el cuarenta y cinco por ciento (45 %) en la implementación de la política pública y del Sistema de Participación Ciudadana, mediante acciones de apropiación interna con las dependencias corresponsables, la promoción de escenarios permanentes de articulación interinstitucional, el seguimiento y direccionamiento estratégico para la implementación de la Política Pública de Participación Ciudadana (PPPC). Así mismo, se activaron los comités de impulso de los sistemas locales de participación ciudadana en las veintiuna (21) comunas del Distrito y se avanzó de manera continua en la identificación y caracterización del mapa de actores.",729213665.0,,,,
511,Políticas Publicas en materia de participación articuladas  ,0.0,0.0,0,Articular y armonizar las políticas públicas existentes en materia de participación ciudadana: concretamente la Política de Fortalecimiento a Organizaciones Sociales y la Política de Organismos Comunales con la Política Pública de Participación Ciudadana.,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,0.0,,,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Marco estratégico para la participación ciudadana,Garantías para la participación ciudadana,Articular y armonizar las políticas públicas existentes en materia de participación ciudadana: concretamente la Política de Fortalecimiento a Organizaciones Sociales y la Política de Organismos Comunales con la Política Pública de Participación Ciudadana.,Indicador de Producto,V1,V1: Número de Políticas Publicas en materia de participación articuladas , Registros administrativos generados por la Unidad de Movilización ,Número,Semestral ,2025-06-30 00:00:00,,2023,Porcentaje ,,2025.0,Incrementar,Acumulado,,,,,,,,,,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,,,,Este indicador no se medira en esta vigencia ,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,,,,,,,
512,Sistema Distrital  de Participación ciudadana implementado,0.1,3.42,729213665.0,"Impulsar la implementación del Sistema Distrital de Participación Ciudadana, generando sinergias y articulación en instancias, actores y espacios de participación ciudadana",712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,729213665.0,0.6,2.82,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Marco estratégico para la participación ciudadana,"Coordinación, sinergias y alianzas para el fortalecimiento a la ciudadanía","Impulsar la implementación del Sistema Distrital de Participación Ciudadana, generando sinergias y articulación en instancias, actores y espacios de participación ciudadana",Indicador de Producto,V1,V1:  Porcentaje de avance en la implementación del Sistema Distrital de Participación ,Modelo de seguimiento de la política pública de participación ciudadana,porcentaje ,Semestral ,2025-06-30 00:00:00,,2023,Porcentaje ,0.1,2025.0,Incrementar,Acumulado, se elabora la propuesta técnica de la estrategia de participación entorno a la construcción de los PDL y POT.,"actas, registros fotográficos, correos electrónicos, oficios, documentos",En el periodo y en el marco del contrato interadministrativo celebrado con la UdeA se recibe el primer entregable con la programación de la recolección de insumos a través de los talleres que realizaran en las 21 comuninas del Distrito. ,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,0.45,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,0.08,Alcanzamos el 8% de la meta mediante los 21 comites de impulso para la creacion de los SLPC ,729213665.0,,,,
513,Acciones de acompañamiento técnico y fortalecimiento al CDPC realizadas ,1.0,0.489,729213665.0,"Acompañar y fortalecer al Consejo Distrital de Participación Ciudadana- CDPC como instancia que promueve, impulsa y protege el derecho a la participación.",712,Secretaría de Participación Ciudadana,Consejo de Participación Ciudadana,,Pilar 3: Transformación Educativa,729213665.0,0.253,0.236,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Agenciamiento y modelos de representación,Habilidades y competencias para el ejercicio de la ciudadanía y los liderazgos,Garantías para la participación ciudadana,"Acompañar y fortalecer al Consejo Distrital de Participación Ciudadana- CDPC como instancia que promueve, impulsa y protege el derecho a la participación.",Indicador de Producto,V1+ V2 ,"V1: número de acciones de acompañamiento técnico al CDPC realizadas 
V2: Número de acciones de  fortalecimiento al CDPC realizadas ", Registros administrativos generados por la Unidad de Movilización ,Número,Semestral ,2025-06-30 00:00:00,1,2024,Número,1,2025.0,Incrementar,Flujo,"Durante el periodo se da acompañamiento al CDPC como escenarios de articulación, seguimiento e impulso a la PPPC, ","actas, registros fotográficos, correos electrónicos, oficios, documentos","Durante el periodo se da acompañamiento al CDPC como escenarios de articulación, seguimiento e impulso a la PPPC, ","actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,0.45,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,1.0,Durante la vigencia se acompaño y fortalecio el Consejo Distrital de Participación Ciudadana,729213665.0,,,,
514,Proceso formativo al CDPC desarrollado,1.0,0.0,729213665.0,"Formar a los miembros del Consejo Distrital de Participación Ciudadana para que ejerzan con suficiencia sus funciones de Ley, especialmente aquellas relacionadas con la Política Pública de Participación Ciudadana y el Sistema Distrital de Participación.",712,Secretaría de Participación Ciudadana,Consejo de Participación Ciudadana,,Pilar 3: Transformación Educativa,729213665.0,0,0,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Agenciamiento y modelos de representación,Habilidades y competencias para el ejercicio de la ciudadanía y los liderazgos,Formación para la ciudadanía activa,"Formar a los miembros del Consejo Distrital de Participación Ciudadana para que ejerzan con suficiencia sus funciones de Ley, especialmente aquellas relacionadas con la Política Pública de Participación Ciudadana y el Sistema Distrital de Participación.",Indicador de Producto,V1,V1: Proceso formativo al CDPC desarrollado, Registros administrativos generados por la Unidad de Movilización ,Número,Semestral ,2025-06-30 00:00:00,1,2024,Número,1,2025.0,Incrementar,Flujo,El proceso formativo inicia en el mes de julio y termina en el mes de agosto,,El proceso formativo inicia en el mes de julio y termina en el mes de agosto,,,,,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,0.45,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,1.0,"Logramos  relizar un procesos formativo en articulación con la Universidad de Antioquia , mediante seis (6) sesiones orientadas al desarrollo de los obbjetivos  del consejo Distrital de Participación y fortalecimiento de las competencias  para la  incidencia . 30 personas fueron certificacad. ",729213665.0,,,,
515,Espacios de representación del CDPC potenciados y/o fortalecidos   ,0.0,0.0,0,"Potenciar y consolidar el enfoque sectorial y la construcción de agendas desde los escenarios de participación,  a través del fortalecimiento de los procesos de representación en el marco del Consejo Distrital de Participación Ciudadana",712,Secretaría de Participación Ciudadana,Redes y actores que conforman los sectores del CDPC,,Pilar 3: Transformación Educativa,0.0,,,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Agenciamiento y modelos de representación,Legitimidad de los liderazgos,Garantías para la participación ciudadana,"Potenciar y consolidar el enfoque sectorial y la construcción de agendas desde los escenarios de participación,  a través del fortalecimiento de los procesos de representación en el marco del Consejo Distrital de Participación Ciudadana",Indicador de Producto,V1,V1: Número de Espacios de representación del CDPC potenciados y/o fortalecidos, Registros administrativos generados por la Unidad de Movilización ,Número,Semestral ,2025-06-30 00:00:00,,,,,2025.0,Incrementar,Flujo,,,,,,,,,,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,,,,Este indicador no se medira en esta vigencia ,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,,,,,,,
516,Instancias de participación ciudadana asistidas técnicamente,23.0,23.63,729213665.0,"Acompañar y asesorar  instancias de participación ciudadana, para que a través del mejoramiento de su funcionamiento  fortalezcan su agenciamiento, autonomía e incidencia de cara a las decisiones públicas.",712,Secretaría de Participación Ciudadana,Instancias de participación ciudadana,,Pilar 3: Transformación Educativa,729213665.0,2.34,5.2,16.09,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Agenciamiento y modelos de representación,Habilidades y competencias para el ejercicio de la ciudadanía y los liderazgos,Garantías para la participación ciudadana,"Acompañar y asesorar  instancias de participación ciudadana, para que a través del mejoramiento de su funcionamiento  fortalezcan su agenciamiento, autonomía e incidencia de cara a las decisiones públicas.",Indicador de Producto,V1,V1: Número de instancias de participación asistidas técnicamente,Informe de acompañamiento y evaluación a las instancias de participación ciudadana,Número,Semestral ,2025-06-30 00:00:00,,2023,Número ,23,2025.0,Incrementar,Acumulado,"Para el periodo se adelantan acciones de planeación para la asistencia técnica a instancias, adicionalmente se desarrolla la sesión ordinaria del CDPC de forma mensual","actas, registros fotográficos, correos electrónicos, oficios, documentos","Durante el periodo, se llevó a cabo el primer encuentro con las ocho instancias de la primera cohorte y se aplicó el instrumento diagnóstico sobre elementos de funcionamiento. Además, se inició la gestión para invitar e incentivar a las instancias a participar en la segunda cohorte de asistencia técnica.","actas, registros fotográficos, correos electrónicos, oficios, documentos","El avance corresponde a las instancias de participación ciudadana que han recibido asistencia técnica para su fortalecimiento, a nivel distrital y comunal, entre estas se destaca el Consejo Distrital de
Participación Ciudadana.","actas, registros fotográficos, correos electrónicos, oficios, documentos",,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,3,,3,8,,9,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,23,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,25.0,"Brindamos asistencia técnica a veinticinco (25) instancias de participación ciudadana, superando la meta inicialmente proyectada de veintitrés (23). Este resultado obedeció a la ampliación del alcance del acompañamiento institucional y a la alta disposición de las instancias para fortalecer su funcionamiento interno. Como producto del proceso de asistencia, a cada instancia se le entregó un plan de mejoramiento construido de manera conjunta, el cual fue incorporado en sus respectivos planes de trabajo, orientado a superar las debilidades identificadas, optimizar los procesos de gestión y potenciar sus capacidades de incidencia y articulación en el territorio.",729213665.0,,,,
517,Estrategia de incentivos para la participación  Implementada ,1.0,0.28,729213665.0,Consolidar la estrategia de incentivos para la participación ciudadana que visibilice y reconozca experiencias  y prácticas virtuosas e innovadoras de participación ciudadana.,712,Secretaría de Participación Ciudadana,Consejo Distrital de Participación Ciudadana,,Pilar 3: Transformación Educativa,729213665.0,0,0.28,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Agenciamiento y modelos de representación,"Surgimiento y renovación de actores, sectores y agendas de la participación",Promoción y comunicación para la Movilización y la participación ciudadana,Consolidar la estrategia de incentivos para la participación ciudadana que visibilice y reconozca experiencias  y prácticas virtuosas e innovadoras de participación ciudadana.,Indicador de Producto,V1,V1:Porcentaje de la estrategia de incentivos para la participación  Implementada , Registros administrativos generados por la Unidad de Movilización ,porcentaje ,Semestral ,2025-06-30 00:00:00,1,2023,porcentaje ,1,2025.0,Incrementar,Acumulado,,,"Para el presente periodo se firma el contrato interadministrativo con la Ude A  a través del cual, se implementarán estrategias orientadas a la visibilización e identificación de buenas prácticas desarrolladas por organizaciones sociales y colectivos, con el propósito de cualificar sus experiencias y reconocer sus prácticas exitosas.","Estudios previos
Documentos contractuales ",,,,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,0.45,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,1.0,Para el periodo se   realizó el reconocimiento a Buenas Prácticas,729213665.0,,,,
518,"Mujeres lideresas formadas, sensibilizadas y acompañadas para la incidencia en los escenarios e instancias de participación ciudadana",100.0,96.0,327845848.0,Consolidar la estrategia de fortalecimiento de los liderazgos de las mujeres en las instancias y escenarios de participación ciudadana a través de la sensibilización en enfoque de género y la implementación del protocolo de prevención y atención de violencia política basada en género,712,Secretaría de Participación Ciudadana,Mujeres lideresas adscritas a instancias de participación ciudadana,,Pilar 3: Transformación Educativa,327845848.0,0,48,48,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Reconocimiento y confianza,"Reconocimiento social, político e institucional",Garantías para la participación ciudadana,Consolidar la estrategia de fortalecimiento de los liderazgos de las mujeres en las instancias y escenarios de participación ciudadana a través de la sensibilización en enfoque de género y la implementación del protocolo de prevención y atención de violencia política basada en género,Indicador de Producto,V1+V2+V3,"V1:Número de mujeres lideresas formadas en enfoque de género y herramientas para la incidencia política en participación ciudadana
V2:Número de mujeres sensibilizadas en enfoque de género que hacen parte de los escenarios e instancias de participación ciudadana
V3:Número de  mujeres acompañadas desde la aplicación del protocolo de prevención y atención de violencia política basada en género",Informes de implementación de la estrategías Creemos en las Mujeres Lideresas,Número,Semestral ,2025-06-30 00:00:00,469,2023,Número ,100,2025.0,Incrementar,Acumulado,Para el perido se adelantan acciones de planeación y no se da inicio a la ejecución,,"Durante el presente periodo se sensibilizó a 23 mujeres en enfoque de género y se socializó el protocolo con 25 mujeres. La meta para este indicador, tanto en sensibilización como en socialización del protocolo, se cumplió en el mes de junio. Queda pendiente el desarrollo del proceso formativo dirigido a 60 mujeres.","actas, registros fotográficos, correos electrónicos, oficios, documentos, videos","El avance corresponde a la cualificación de 48 mujeres lideresas para la incidencia territorial. Entre los meses de agosto y octubre se llevará a cabo un nuevo proceso formativo de 40 horas para el cumplimiento
total de la meta propuesta","actas, registros fotográficos, correos electrónicos, oficios, documentos, videos",,"actas, registros fotográficos, correos electrónicos, oficios, documentos",Femenino y masculino,6,,2,5,,8,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240183,"Apoyo técnico a nuevas expresiones ciudadanas, agendas y repertorios de participación",100,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,135.0,"urante la vigencia se logró la formación, sensibilización y acompañamiento de ciento treinta y cinco (135) mujeres lideresas para la incidencia en escenarios e instancias de participación ciudadana, superando en treinta y cinco (35) mujeres la meta inicialmente proyectada de cien (100). Este incremento obedeció a la alta respuesta y compromiso de las mujeres frente a las convocatorias realizadas, así como a la articulación efectiva de diversas estrategias formativas y de movilización social. En este marco, se sensibilizaron veintitrés (23) mujeres en enfoque de género y veinticinco (25) participaron como beneficiarias en los procesos de socialización y apropiación del protocolo institucional. Adicionalmente, a través del contrato interadministrativo No. 4600105013 suscrito con la Universidad de Antioquia, se formaron setenta y dos (72) mujeres mediante el Colaboratorio para la Participación y la Incidencia Política de las Mujeres Lideresas. De igual manera, en el mes de noviembre se llevó a cabo la conmemoración del 25N, con la participación de quince (15) mujeres, espacio en el cual se socializó y explicó la ruta de atención frente a la violencia sociopolítica.",327845848.0,,,,
519,"Nuevas ciudadanías, agendas y repertorios de participación ciudadana con acompañamiento institucional",77.0,103.0,327845848.0,"Visibilizar y fortalecer prácticas alternativas de participación y movilización ciudadana, nuevas agendas y expresiones ciudadanas  para incentivar la vinculación de nuevos ciudadanos y ciudadanas a los escenarios de toma de decisiones y debate sobre asuntos públicos.",712,Secretaría de Participación Ciudadana,Nuevas expresiones ciudadanas de la participación,,Pilar 3: Transformación Educativa,327845848.0,0,42,61,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Agenciamiento y modelos de representación,"Surgimiento y renovación de actores, sectores y agendas de la participación",Promoción y comunicación para la Movilización y la participación ciudadana,"Visibilizar y fortalecer prácticas alternativas de participación y movilización ciudadana, nuevas agendas y expresiones ciudadanas  para incentivar la vinculación de nuevos ciudadanos y ciudadanas a los escenarios de toma de decisiones y debate sobre asuntos públicos.",Indicador de Producto,V1+V2+V3,"V1: Número de actores individuales o colectivos fortalecidos
V2: Número de agendas ciudadanas monitoreadas 
V3: Número de repertorios y prácticas visibilizadas ",Informes de acompañamiento y evaluación a las nuevas ciudadanías,Número,Semestral ,2025-06-30 00:00:00,200,2023,Número ,77,2025.0,Incrementar,Flujo,Para el perido se adelantan acciones de planeación y no se da inicio a la ejecución,,"Durante el periodo se fortalecieron 19 colectivos, se monitorearon 6 agendas ciudadanas y se visibilizaron 17 prácticas de las nuevas ciudadanías, superando en 2 la meta establecida para el periodo.","actas, registros fotográficos, correos electrónicos, oficios, documentos, videos","Se han fortalecido 61 nuevas ciudadanías entre organizaciones y colectivos, agendas y repertorios","actas, registros fotográficos, correos electrónicos, oficios, documentos, videos",,"actas, registros fotográficos, correos electrónicos, oficios, documentos",,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240183,"Apoyo técnico a nuevas expresiones ciudadanas, agendas y repertorios de participación",77,,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte  septiembre 30 de 2025 ,,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,77.0,"Acompañamos el fortalecimiento de 77 nuevas ciudadanías del Distrito, correspondientes a 29 colectivos u organizaciones, 12 agendas ciudadanas asociadas a temáticas o causas que promueven la participación ciudadana y la movilización social, y 36 prácticas o nuevos repertorios de acción ciudadana previamente clasificados. Este proceso se desarrolló a través de una ruta metodológica integral que incluyó las etapas de identificación y caracterización, observación participante, aplicación del diagnóstico de capacidades (Necómetro), asistencias técnicas especializadas y espacios de intercambio de experiencias, implementados en dos cohortes durante la vigencia.",327845848.0,,,,
520,Claves discursivas de la PPPC incluidas en la estrategia territorial y de comunicaciones de la SPC,0.0,0.0,0,Acompañar la creación e implementación de una estrategia de comunicación pública que promueva la participación ciudadana y el interés por los asuntos públicos por parte de la ciudadanía,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,0.0,,,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Comunicación pública y gobierno abierto,Promoción y comunicación para la Movilización y la participación ciudadana,Acompañar la creación e implementación de una estrategia de comunicación pública que promueva la participación ciudadana y el interés por los asuntos públicos por parte de la ciudadanía,Indicador de Producto, V1+ V2,"V1:Claves discursivas de la PPPC incluidas en la estrategia territorial 
V2: Claves discursivas de la PPPC incluidas en la estrategia  de comunicación de la SPC", Registros administrativos generados por la Unidad de Movilización ,porcentaje ,Semestral ,2025-06-30 00:00:00,,,,,2025.0,Incrementar,Acumulado,,,,,,,,,,,,,,,,Unidad de Movilización ,712,Secretaría de Participación Ciudadana,240190,Implementación de la Política Pública y Sistema Distrital  De Participación.,,,,Este indicador no se medira en esta vigencia ,,020226_SPC_301225.xlsx,4. Seguimiento 2025(2),,,Oriana Galindo ,,,,,,,,
